word,n,Year
coralline algae were,3,1990
cover of kelp,3,1990
crenulata ,3,1990
decline in abundance,3,1990
declined over the,3,1990
declined slightly in,3,1990
density increased to,3,1990
density of bat,3,1990
density was the,3,1990
diameter in mm,3,1990
fairly steady at,3,1990
fish were abundant,3,1990
for red sea,3,1990
forest well developed,3,1990
found during species,3,1990
found during the,3,1990
found in moderate,3,1990
found on the,3,1990
giant kelp southern,3,1990
giganteus lytechinus anamesus,3,1990
gorgonians were relatively,3,1990
haliotis rufescens cases,3,1990
in channel islands,3,1990
in moderate numbers,3,1990
in percent cover,3,1990
in quadrat counts,3,1990
in the modules,3,1990
in three years,3,1990
isl marine inst,3,1990
kelp bass abundance,3,1990
kelp canopy was,3,1990
kelp forest the,3,1990
kelp forest well,3,1990
kelp size frequency,3,1990
kelp southern sea,3,1990
keyhole limpet and,3,1990
large numbers of,3,1990
last four years,3,1990
ledge san miguel,3,1990
m2 red sea,3,1990
m2 white sea,3,1990
maturation of the,3,1990
mean holdfast width,3,1990
means represent average,3,1990
megathura crenulata cases,3,1990
moderate density of,3,1990
monitoring site status,3,1990
monitoring sites and,3,1990
most abundant at,3,1990
national marine sanctuary,3,1990
national park natural,3,1990
natural science reports,3,1990
not found at,3,1990
not found on,3,1990
number of stipes,3,1990
of algae were,3,1990
of all monitoring,3,1990
of bat stars,3,1990
of large numbers,3,1990
of sea urchins,3,1990
of the abalone,3,1990
of the modules,3,1990
of the monitoring,3,1990
of the wasting,3,1990
one fifth the,3,1990
one individual per,3,1990
orange puffball sponge,3,1990
palm and california,3,1990
park kelp forest,3,1990
park natural science,3,1990
per fish transect,3,1990
per square meter,3,1990
percentage of bare,3,1990
pink and red,3,1990
pisaster giganteus cases,3,1990
pisaster giganteus lytechinus,3,1990
population dynamics of,3,1990
presence of large,3,1990
present in the,3,1990
random point contacts,3,1990
recorded on band,3,1990
reef anacapa island,3,1990
reef santa rosa,3,1990
remained fairly steady,3,1990
remained steady at,3,1990
reports ventura california,3,1990
rodes reef santa,3,1990
rosa island site,3,1990
rufescens ,3,1990
sand tube worms,3,1990
science reports ventura,3,1990
scorpion anchorage santa,3,1990
sea urchin mean,3,1990
sea urchin size,3,1990
sea urchins and,3,1990
sea urchins in,3,1990
sea urchins was,3,1990
signs of recovery,3,1990
since monitoring began,3,1990
size frequencies for,3,1990
species list searches,3,1990
star density declined,3,1990
stars and giant,3,1990
stars were common,3,1990
stars were not,3,1990
stars were observed,3,1990
symptoms of the,3,1990
tethya aurantia haliotis,3,1990
than at any,3,1990
than purple sea,3,1990
than that of,3,1990
the amount of,3,1990
the east end,3,1990
the end of,3,1990
the giant keyhole,3,1990
the giant spined,3,1990
the highest level,3,1990
the kelp forests,3,1990
the la jolla,3,1990
the last four,3,1990
the long term,3,1990
the mean radius,3,1990
the monitoring program,3,1990
the second highest,3,1990
the transect line,3,1990
the white sea,3,1990
this site the,3,1990
this site with,3,1990
though there was,3,1990
time in three,3,1990
to other sites,3,1990
turban snail density,3,1990
two years from,3,1990
undosa ,3,1990
urchin density declined,3,1990
urchin density remained,3,1990
urchin size distribution,3,1990
was found in,3,1990
was found on,3,1990
wasting disease was,3,1990
wasting disease were,3,1990
we need to,3,1990
were absent from,3,1990
were abundant in,3,1990
santa cruz island,73,1991
data mean number,64,1991
mean number per,64,1991
mean std dev,48,1991
std dev cases,48,1991
transect data mean,48,1991
santa rosa island,47,1991
channel islands national,34,1991
santa barbara island,33,1991
fish transect data,32,1991
islands national park,32,1991
number per m2,32,1991
number per transect,32,1991
species mean std,32,1991
san miguel island,31,1991
sea urchins were,31,1991
johnson's lee north,23,1991
crustose coralline algae,22,1991
island johnson's lee,21,1991
min width cm,21,1991
red sea urchins,21,1991
rosa island johnson's,21,1991
max width cm,20,1991
miscellaneous red algae,20,1991
random point contact,20,1991
articulated coralline algae,19,1991
miscellaneous brown algae,18,1991
southeast sea lion,18,1991
kelp forest monitoring,17,1991
mean percent cover,17,1991
white sea urchins,17,1991
band transect data,16,1991
cases chromis punctipinnis,16,1991
cases green algae,16,1991
cases macrocystis pyrifera,16,1991
chromis punctipinnis adult,16,1991
chromis punctipinnis juvenile,16,1991
contact data mean,16,1991
cover species mean,16,1991
damalichthys vacca adult,16,1991
damalichthys vacca juvenile,16,1991
data mean percent,16,1991
date year month,16,1991
dev cases chromis,16,1991
dev cases green,16,1991
dev cases macrocystis,16,1991
embiotoca jacksoni adult,16,1991
embiotoca jacksoni juvenile,16,1991
embiotoca lateralis adult,16,1991
embiotoca lateralis juvenile,16,1991
girella nigricans adult,16,1991
girella nigricans juvenile,16,1991
hypsypops rubicundus adult,16,1991
hypsypops rubicundus juvenile,16,1991
m2 species mean,16,1991
m2 tethya aurantia,16,1991
macrocystis eisenia pterygophora,16,1991
macrocystis pyrifera adult,16,1991
macrocystis pyrifera all,16,1991
macrocystis pyrifera juvenile,16,1991
oxyjulis californica adult,16,1991
oxyjulis californica juvenile,16,1991
paralabrax clathratus adult,16,1991
paralabrax clathratus juvenile,16,1991
per m2 species,16,1991
per m2 tethya,16,1991
per transect species,16,1991
per transect total,16,1991
percent cover species,16,1991
point contact data,16,1991
quadrat data mean,16,1991
sebastes atrovirens adult,16,1991
sebastes atrovirens juvenile,16,1991
sebastes mystinus adult,16,1991
sebastes mystinus juvenile,16,1991
sebastes serranoides adult,16,1991
sebastes serranoides juvenile,16,1991
semicossyphus pulcher female,16,1991
semicossyphus pulcher male,16,1991
size frequency distributions,16,1991
species date year,16,1991
total fish abundance,16,1991
transect species date,16,1991
transect total fish,16,1991
day mean std,15,1991
month day mean,15,1991
of the transect,15,1991
year month day,15,1991
fish and game,14,1991
johnson's lee south,14,1991
of fish and,14,1991
purple sea urchin,14,1991
anacapa island admiral's,13,1991
island admiral's reef,13,1991
purple sea urchins,13,1991
numbers of stipes,12,1991
anacapa island cathedral,11,1991
barbara southeast sea,11,1991
cruz island gull,11,1991
cruz island yellowbanks,11,1991
diameters ,11,1991
giganteus ,11,1991
holdfast diameters cases,11,1991
island cat canyon,11,1991
island cathedral cove,11,1991
island fry's harbor,11,1991
island gull island,11,1991
island hare rock,11,1991
island rodes reef,11,1991
macrocystis pyrifera holdfast,11,1991
macrocystis pyrifera numbers,11,1991
miguel island hare,11,1991
of stipes macrocystis,11,1991
pyrifera holdfast diameters,11,1991
pyrifera numbers of,11,1991
rosa island rodes,11,1991
santa barbara southeast,11,1991
sea stars were,11,1991
stipes macrocystis pyrifera,11,1991
were found in,11,1991
anacapa island landing,10,1991
barbara island arch,10,1991
barbara island cat,10,1991
cruz island fry's,10,1991
cruz island pelican,10,1991
cruz island scorpion,10,1991
franciscanus strongylocentrotus purpuratus,10,1991
giant spined sea,10,1991
island arch point,10,1991
island landing cove,10,1991
island pelican bay,10,1991
island scorpion anchorage,10,1991
island wyckoff ledge,10,1991
kelp forest with,10,1991
max height cm,10,1991
miguel island wyckoff,10,1991
min height cm,10,1991
of the substrate,10,1991
purpuratus ,10,1991
strongylocentrotus franciscanus strongylocentrotus,10,1991
strongylocentrotus purpuratus cases,10,1991
there was a,10,1991
at this site,9,1991
widths ,9,1991
abalone recruitment modules,8,1991
aggregated red sea,8,1991
and purple sea,8,1991
giant kelp plants,8,1991
red and purple,8,1991
sea stars and,8,1991
sea urchin densities,8,1991
the channel islands,8,1991
the kelp forest,8,1991
were the most,8,1991
abalone were found,7,1991
bat stars were,7,1991
cove anacapa island,7,1991
department of fish,7,1991
kelp plants were,7,1991
miniata ,7,1991
open kelp forest,7,1991
patiria miniata cases,7,1991
pisaster giganteus cases,7,1991
sea urchin barren,7,1991
spined sea stars,7,1991
were common in,7,1991
were present in,7,1991
with a mean,7,1991
calif dept of,6,1991
california department of,6,1991
dept of fish,6,1991
end of the,6,1991
harbor santa cruz,6,1991
in the kelp,6,1991
mature kelp forest,6,1991
percent cover of,6,1991
sea lion rookery,6,1991
urchin densities were,6,1991
were abundant in,6,1991
were common at,6,1991
were very abundant,6,1991
a variety of,5,1991
along the transect,5,1991
california sea palm,5,1991
chilensis heights lophogorgia,5,1991
chilensis widths cases,5,1991
cruz island station,5,1991
forest with a,5,1991
frequency distributions haliotis,5,1991
giant kelp was,5,1991
heights lophogorgia chilensis,5,1991
in some areas,5,1991
in the modules,5,1991
juvenile giant kelp,5,1991
juvenile sheephead and,5,1991
lophogorgia chilensis heights,5,1991
lophogorgia chilensis widths,5,1991
of the kelp,5,1991
of white sea,5,1991
red abalone were,5,1991
red sea cucumber,5,1991
rock san miguel,5,1991
sea urchins and,5,1991
seemed to be,5,1991
side of the,5,1991
size frequency measurements,5,1991
stars were found,5,1991
the kelp canopy,5,1991
the kelp forests,5,1991
the most abundant,5,1991
the most common,5,1991
the site was,5,1991
volunteer in park,5,1991
white sea urchin,5,1991
young kelp forest,5,1991
abundant in the,4,1991
and sea urchins,4,1991
as well as,4,1991
bat stars and,4,1991
bladder chain kelp,4,1991
common in the,4,1991
common name scientific,4,1991
davis g e,4,1991
dense young kelp,4,1991
distributions haliotis corrugata,4,1991
each site is,4,1991
east of potato,4,1991
forest monitoring program,4,1991
forest there was,4,1991
franciscanus ,4,1991
helianthoides ,4,1991
high density of,4,1991
hinnites giganteus cases,4,1991
in low numbers,4,1991
juvenile sea stars,4,1991
kelp forest there,4,1991
lee north santa,4,1991
mean size of,4,1991
name scientific name,4,1991
national park california,4,1991
national park natural,4,1991
natural science reports,4,1991
north santa rosa,4,1991
of potato harbor,4,1991
of purple sea,4,1991
of red sea,4,1991
of santa cruz,4,1991
on santa cruz,4,1991
on the bottom,4,1991
on the south,4,1991
park kelp forest,4,1991
park natural science,4,1991
population dynamics of,4,1991
present in low,4,1991
pycnopodia helianthoides cases,4,1991
quadrats band transects,4,1991
red sea urchin,4,1991
reports ventura california,4,1991
santa barbara and,4,1991
science reports ventura,4,1991
sea urchin barrens,4,1991
sea urchin density,4,1991
sheephead and garibaldi,4,1991
size frequencies of,4,1991
some of the,4,1991
southern sea palm,4,1991
stars and sea,4,1991
stars were common,4,1991
strongylocentrotus franciscanus cases,4,1991
the aggregated red,4,1991
the percent cover,4,1991
urchin barren with,4,1991
urchins were common,4,1991
urchins were present,4,1991
used to determine,4,1991
warty sea cucumber,4,1991
warty sea cucumbers,4,1991
wavy turban snails,4,1991
were abundant at,4,1991
were also common,4,1991
were observed at,4,1991
a lot of,3,1991
a mean size,3,1991
a number of,3,1991
abalone in the,3,1991
admiral's reef anacapa,3,1991
adult and juvenile,3,1991
along the north,3,1991
anacapa island station,3,1991
anamesus ,3,1991
and garibaldi were,3,1991
and giant spined,3,1991
and kelp bass,3,1991
astraea undosa cases,3,1991
at johnson's lee,3,1991
at san miguel,3,1991
aurantia ,3,1991
b s california,3,1991
band transect counts,3,1991
band transects random,3,1991
barbara island station,3,1991
between june and,3,1991
but were present,3,1991
by the channel,3,1991
california channel islands,3,1991
californica widths cases,3,1991
can be found,3,1991
cathedral cove anacapa,3,1991
changes in the,3,1991
channel islands council,3,1991
chestnut cowries were,3,1991
christmas tree worm,3,1991
christmas tree worms,3,1991
coralline algae covered,3,1991
corrugata astraea undosa,3,1991
council of divers,3,1991
cucumber pachythyone rubra,3,1991
densities were moderate,3,1991
density of purple,3,1991
diameter in mm,3,1991
distributions patiria miniata,3,1991
distributions tethya aurantia,3,1991
diversity was high,3,1991
efforts and results,3,1991
fish diversity was,3,1991
forest monitoring project,3,1991
found in abundance,3,1991
found in the,3,1991
frequencies of sea,3,1991
frequency distributions patiria,3,1991
frequency distributions tethya,3,1991
had healthy kelp,3,1991
had some kelp,3,1991
half mile east,3,1991
haliotis corrugata astraea,3,1991
haliotis rufescens cases,3,1991
hare rock and,3,1991
hare rock san,3,1991
healthy kelp forests,3,1991
highest density of,3,1991
idotea resecata and,3,1991
in channel islands,3,1991
in the canopy,3,1991
invertebrates on rpcs,3,1991
islands council of,3,1991
isopods idotea resecata,3,1991
june and october,3,1991
juvenile and adult,3,1991
juvenile fish were,3,1991
juvenile rockfish and,3,1991
la jolla cup,3,1991
landing marine lab,3,1991
lytechinus anamesus cases,3,1991
m2 respectively white,3,1991
many of the,3,1991
means represent average,3,1991
mile east of,3,1991
miscellaneous invertebrate category,3,1991
miscellaneous invertebrates on,3,1991
monitoring efforts and,3,1991
moss landing marine,3,1991
most common miscellaneous,3,1991
most of the,3,1991
national marine sanctuary,3,1991
national park kelp,3,1991
national park service,3,1991
near the bottom,3,1991
north side of,3,1991
not detected in,3,1991
of giant kelp,3,1991
of the surface,3,1991
of the year,3,1991
on band transects,3,1991
on santa barbara,3,1991
one half mile,3,1991
one of the,3,1991
recruitment modules were,3,1991
recruitment year for,3,1991
red sea cucumbers,3,1991
redwood national park,3,1991
reef anacapa island,3,1991
reef santa rosa,3,1991
respectively white sea,3,1991
responsible for the,3,1991
rodes reef santa,3,1991
rosa island station,3,1991
rufescens ,3,1991
sea cucumber pachythyone,3,1991
sea urchins densities,3,1991
sites this was,3,1991
south side of,3,1991
spined sea star,3,1991
status sea urchin,3,1991
sunflower stars were,3,1991
tethya aurantia cases,3,1991
the california department,3,1991
the christmas tree,3,1991
the east end,3,1991
the highest density,3,1991
the miscellaneous invertebrate,3,1991
the north side,3,1991
the number of,3,1991
the red gorgonian,3,1991
the south end,3,1991
the south side,3,1991
the transect but,3,1991
the transect was,3,1991
the warty sea,3,1991
there were a,3,1991
this site was,3,1991
transects random point,3,1991
turban snails were,3,1991
undosa ,3,1991
urchins were abundant,3,1991
urchins were large,3,1991
were abundant and,3,1991
were common large,3,1991
were counted in,3,1991
were found inside,3,1991
were not detected,3,1991
were used to,3,1991
with a moderate,3,1991
yellow banks and,3,1991
young of the,3,1991
a complete barren,2,1991
a few giant,2,1991
a high diversity,2,1991
a mean cover,2,1991
a poor recruitment,2,1991
a result of,2,1991
a sea urchin,2,1991
a very dense,2,1991
abalone and several,2,1991
abalone surveys in,2,1991
absence and relative,2,1991
abundance for all,2,1991
abundance of white,2,1991
abundant and diverse,2,1991
abundant at this,2,1991
abundant in october,2,1991
