Indicator,Species,Kingdom,Phylum,Subphylum,Class,Order,Family,Genus,Species (Used by KFM),Status,Currently Accepted Name,Authority (Accepted),ScientificName,ScientificName_Short_Form,CommonName,Common_Name,CommonNameSimple,CommonName_Capitalized,AlternateTaxonName,SpeciesName,ID_Short,ID_Long,Abundance,Abundance_Long,Habitat_Broad,Habitat_Specific,Size_Range,Size_Range_Long,Geographic_Range,Life_Stage,Sex,Trophic_Complete,Trophic_Broad,Color,Classification,Class_Short,oneM_,fiveM_,bands_,rpc_,rdfc_,VFT_,Targeted_Broad,Commercial_Fishery,Recreational_Fishery,Bag_Limit,Legal_Size_cm,Fishery_Info_notes,Useful_Links
FALSE,16008,Animalia,Chordata,Vertebrata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,Triakis semifasciata,Accepted,Triakis semifasciata,"Girard, 1855",Triakis semifasciata,T. semifasciata,leopard shark,leopard_shark,leopard shark,leopard shark,Triakis semifasciata,leopard shark,"Short, rounded snout and dark saddle blotches that run the length of the body. Eyes near top of the head.",NA,Uncommon,Uncommon,"Benthic, water column",NA,to 2 m,to 2 m,NA,NA,NA,benthic macro-invertivore,Carnivore,lightgoldenrod3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,3,91.4,NA,NA
FALSE,16009,Animalia,Chordata,Vertebrata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium ventriosum,Accepted,Cephaloscyllium ventriosum,"Garman, 1880",Cephaloscyllium ventriosum,C. ventriosum,swell shark,swell_shark,swell shark,swell shark,Cephaloscyllium ventriosum,swell shark,Dark spotted elongated body with flattened head. Two posterior dorsal fins. ,NA,Common,Common,Benthic,NA,to 1.5 m,to 1.5 m,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,salmon4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16010,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Clinidae,Heterostichus,Heterostichus rostratus,Accepted,Heterostichus rostratus,"Girard, 1854",Heterostichus rostratus,H. rostratus,giant kelpfish,giant_kelpfish,giant kelpfish,giant kelpfish,Heterostichus rostratus,giant kelpfish,Color and marking vary greatly to match habitat. Usually green to yellow-green. Forked tail and elongate head with upturned snout.  Spinous foredorsal fin taller than soft dorsal. ,NA,Common,Common,"Benthic, water column",NA,to 61 cm,to 61 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Carnivore,orange,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16011,Animalia,Chordata,Vertebrata,Actinopterygii,Plueronectiformes,Paralichthyidae,Paralichthys,Paralichthys californicus,Acepted,Paralichthys californicus,"Ayres, 1859",Paralichthys californicus,P. californicus,California halibut,California_halibut,California halibut,California halibut,Paralichthys californicus,California halibut,Uniform shades of gray to brown with occaisional light mottling and spots. Large mouth with upper jaw that extends to or behind eye. Tail is arched in the middle with outer edges square cut. ,NA,Uncommon,Uncommon,Benthic,NA,to 1.5 m,to 1.5 m,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,sandybrown,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,55.9,NA,NA
FALSE,16012,Animalia,Chordata,Vertebrata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuonichthys coenosus,Accepted,Pleuronichthys coenosus,"Girard, 1854",Pleuronichthys coenosus,P. coenosus,C-O turbot,C_O_turbot,C-O turbot,C-O turbot,Plueronichthys coenosus,C-O turbot,"Oval body that is mottled, spotted and blotched in shades of brown with occaisional white spots.  Broad rounded tail. Shading on tail makes a C-O shape.",NA,Uncommon,Uncommon,Benthic,NA,to 35 cm,to 35 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Carnivore,peru,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Non-targeted,Targeted,10,No Limit,NA,NA
FALSE,16013,Animalia,Chordata,Vertebrata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,Pleuronectidae spp.,Accepted,Pleuronectidae spp.,"Rafinesque, 1815",Pleuronectidae spp.,P. spp.,righteyed flounders,righteyed_flounders,righteyed flounders,righteyed flounders,Pleuronectidae spp.,righteyed flounders,NA,NA,NA,NA,Benthic,NA,NA,NA,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,saddlebrown,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16014,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax maculatofasciatus,Accepted,Paralabrax maculatofasciatus,"Steindachner, 1868",Paralabrax maculatofasciatus,P. maculatofasciatus,spotted sandbass,spotted_sandbass,spotted sandbass,spotted sandbass,Paralabrax maculatofasciatus,spotted sandbass,Body is moderately elongate and compressed and is olive brown with round black spots. The mouth is large and the jaw protruding only slightly.Third spine on foredorsal distinctly longer.,"Spotted Sand Bass (Paralabrax maculatofasciatus), also referred to as Spotted Bay Bass, are one of the most common sea basses inhabiting southern California coastal waters along with two other species: Barred Sand Bass (Paralabrax nebulifer) and Kelp Bass (Paralabrax clathratus). They are olive brown in color with several faint or dark bars, and round black to brown spots covering their head, body, and fins. Spotted Sand Bass are the smallest of the three species in the genus Paralabrax spp., growing up to 23.0 inches (in) (58.4 centimeters (cm)) in length (L. Allen personal communication). Spotted Sand Bass are easily distinguished from Kelp Bass by the height of their third dorsal spine, which is much longer than the rest of their dorsal spines. Spotted Sand Bass are distinguished from Barred Sand Bass by spots that cover their entire body.","unknown, uncommon at KFM sites","Reliable abundance estimates for Spotted Sand Bass in southern California from fishery-independent data sources are not available because consistent long-term monitoring does not occur within their primary habitat. Some Spotted Sand Bass have been recorded on scuba transects at King Harbor, California and in some power plant impingement data, but the numbers are too low to have confidence in any trends over time. Quarterly offshore CalCOFI plankton tows capture Paralabrax larvae, but the larvae cannot be identified to species level, making it a less informative index. Spotted Sand Bass have been caught in short-term surveys in southern California bays. Allen et al. (2002) surveyed San Diego Bay quarterly  from 1994 to 1999 and estimated the biomass of Spotted Sand Bass to be 50.2 metric tons (second only to Northern Anchovy (Engraulis mordax)), making up about 13% (second only to Round Stingray (Urobatis halleri) of the bay’s biomass (g). Therefore, the Department must rely on trends in fishery-dependent catch data as a proxy for an abundance index for Spotted Sand Bass (see section 2.3).",Benthic,"Spotted Sand Bass primarily reside in nearshore habitats, including bays, estuaries, and eelgrass beds. They can be found from the intertidal zone to 200 feet (61 meters).",to 56 cm,"Spotted Sand Bass are the smallest of the three species in the genus Paralabrax spp., reaching up to 22.0 inches (55.9 centimeters) in length. The International Game Fish Association World Record Spotted Sand Bass was 6.7 pounds (3.0 kilograms) 23.0 inches (58.4 centimeters) long, and 10 years old.","Spotted Sand Bass are considered sub-tropical and range from Monterey, California to Mazatlan, Mexico, including the Gulf of Mexico, but they are uncommon north of Santa Monica Bay.",NA,NA,benthic macro-invertivore + Piscivore,Carnivore,gray55,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,5,35.5,NA,https://marinespecies.wildlife.ca.gov/spotted-sand-bass/
FALSE,16015,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax nebulifer,Accepted,Paralabrax nebulifer,"Girard, 1854",Paralabrax nebulifer,P. nebulifer,barred sandbass,barred_sandbass,barred sandbass,barred sandbass,Paralabrax nebulifer,barred sandbass,Dusky bars on side with no black spots on body. Light gray to brown body becomes lighter towards belly. Third spine of foredorsal is distinctly longer. Tail is square cut. ,"Their coloration varies from grey to white, with distinct dark vertical bars on their sides that can quickly fade when caught. Barred Sand Bass are easily distinguished from Kelp Bass by the height of their third dorsal spine, which is much longer than the rest of their dorsal spines.","unknown, uncommon at KFM sites","No formal stock assessment exists for Barred Sand Bass, but abundance estimates indicate the population in southern California is severely depressed due to a combination of environmental conditions, poor recruitment and fishing pressure on easily targeted spawning aggregations",Benthic,transitional habitat where sand or mud bottom meets coastal rocky reefs. They also utilize deep sandy and muddy areas with intermittent patch reef at depths ranging from 10.0 to 30.0 meters (32.8 to 98.4 feet) for spawning aggregations. Juveniles are abundant over shallow sandy bottoms in bays and estuaries at depths of 1.5 to 6.0 meters (4.9 to 19.7 feet)., to 67 cm, to 67 cm,Monterrey to Southern Baja,NA,NA,benthic macro-invertivore + Piscivore,Carnivore,gray48,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,5,35.5,Fishery has reduced spawning aggregations,https://marinespecies.wildlife.ca.gov/
FALSE,16016,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes auriculatus,Accepted,Sebastes auriculatus,"Girard, 1854",Sebastes auriculatus,S. auriculatus,brown rockfish,brown_rockfish,brown rockfish,brown rockfish,Sebastes auriculatus,brown rockfish,Mottled and blotched shades of tan to brown. Pectoral and foredorsal fins usually pale coral to tan. Vague dark blotch on the rear gill cover.  ,NA,Common,Common,"Benthic, water column",NA,to 45 cm,to 45 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,tan4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16017,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus,Accepted,Sebastes carnatus,"Jordan & Gilbert, 1880",Sebastes carnatus,S. carnatus,gopher rockfish,gopher_rockfish,gopher rockfish,gopher rockfish,Sebastes carnatus,gopher rockfish,"Reddish brown to greenish brown undercolor. Two diagonal bands extend from lower eye. Pale blotch extends onto back from between 3rd and 4th dorsal spine, another at mid-foredorsal and a thrid where the spinous and and soft dorsal fins meet. ",NA,Uncommon,Uncommon,"Benthic, water column",NA,to 40 cm,to 40 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,lightgoldenrod4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16018,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes caurinus,Accepted,Sebastes caurinus,"Richardson, 1844",Sebastes caurinus,S. caurinus,copper rockfish,copper_rockfish,copper rockfish,copper rockfish,Sebastes caurinus,copper rockfish,"Patches of copper to yellow over pale undercolor and a white belly. Wide, unbroken white stripe runs along rear half of lateral line. ",NA,Uncommon,Uncommon,"Benthic, water column",NA,to 60 cm,to 60 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,orange3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16019,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas,Accepted,Sebastes chrysomelas,"Jordan & Gilbert, 1881",Sebastes chrysomelas,S. chrysomelas,black and yellow rockfish,black_and_yellow_rockfish,black and yellow rockfish,black and yellow rockfish,Sebastes chrysomelas,black and yellow rockfish,Bright yellow spots and blotches over dark under color. Two dark diagonal bands extend from lower eye.,NA,Common,Common,"Benthic, water column",NA,to 40 cm,to 40 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,gold2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16020,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Polyprionidae,Stereolepis,Stereolepis gigas,Accepted,Stereolepis gigas,"Ayres, 1859",Stereolepis gigas,S. gigas,giant sea bass,giant_sea_bass,giant sea bass,giant sea bass,Stereolepis gigas,giant sea bass,Bulky body that is dark brown to gray with  sizable black spots and a low profile foredorsal fin. Large mouth and a broom shaped tail.,NA,Rare,Rare,Water column,NA,to 2.3 m,to 2.3 m,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,gray59,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,NA,NA,Historically Targeted,NA
FALSE,16021,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena guttata,Accepted,Scorpaena guttata,"Girard, 1854",Scorpaena guttata,S. guttata,California scorpionfish,California_scorpionfish,California scorpionfish,California scorpionfish,Scorpaena guttata,California scorpionfish,"Many spines, short barbels and skin flaps on head. Brown spots on head, body and fins.",NA,Uncommon,Uncommon,Benthic,NA,to 43 cm,to 43 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,orangered1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,5,25.4,NA,NA
FALSE,16022,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,Accepted,Scorpaenichthys marmoratus,"Ayres, 1854",Scorpaenichthys marmoratus,S. marmoratus,cabezon,cabezon,cabezon,cabezon,Scorpaenichthys marmoratus,cabezon,Body is stout and has marbled earthtones. Bulbous head and stout body with prominent fleshy cirrus above each eye. Notch in spinous dorsal fin after third or fourth spine. ,NA,Common,Common,Benthic,NA,to 40 cm,to 40 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,greenyellow,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,38.1,NA,NA
FALSE,16023,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Cottidae,Orthonopias,Orthonopias triacis,Accepted,Orthonopias triacis,"Starks & Mann, 1911",Orthonopias triacis,O. triacis,snubnose sculpin,snubnose_sculpin,snubnose sculpin,snubnose sculpin,Orthonopias triacis,snubnose sculpin,NA,NA,Uncommon,Uncommon,"Benthic, cryptic",NA,to 10 cm,to 10 cm,Monterrey to Northern Baja,NA,NA,benthic micro-invertivore,Piscivore,pink,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16024,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Cottidae,Leiocottus,Leiocottus hirundo,Accepted,Leiocottus hirundo,"Girard, 1856",Leiocottus hirundo,L. hirundo,lavender sculpin,lavender_sculpin,lavender sculpin,lavender sculpin,Leiocottus hirundo,lavender sculpin,"Olive-green with blue shading mottled with red. Uncommon. D IX + 17; A 15–16; Pect. 17–18; Pelvic I,3; LLp 38 on body + 1–2 on tail.",NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 25cm,to 25cm,"Baja to Gaviota, also SR",NA,NA,benthic micro-invertivore,Carnivore,thistle2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16025,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius ,Artedius corallinus,Accepted,Artedius corallinus,"Hubbs, 1926",Artedius corallinus,A. corallinus,coralline sculpin,coralline_sculpin,coralline sculpin,coralline sculpin,Artedius corallinus,Artedius corallinus,NA,NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 14 cm,to 14 cm,Northern CA to central Baja,,,benthic micro-invertivore,Carnivore,lavender,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,11,No Limit,NA,NA
FALSE,16026,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes melanops,Accepted,Sebastes melanops,"Girard, 1856",Sebastes melanops,S. melanops,black rockfish,black_rockfish,black rockfish,black rockfish,Sebastes melanops,black rockfish,Blue to blue black with black dots on their dorsal fins. Anal fin is rounded. Small knob at tip of slightly projecting lower jaw that extends to or past eye.  ,NA,Uncommon south of Point Conception,uncommon south of Point Conception,"Benthic, water column",NA,to 40 cm ,to 40 cm ,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,gray49,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,4,No Limit,NA,NA
FALSE,16027,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes miniatus,Accepted,Sebastes miniatus,"Jordan & Gilbert, 1880",Sebastes miniatus,S. miniatus,vermilion rockfish,vermilion_rockfish,vermilion rockfish,vermilion rockfish,Sebastes miniatus,vermilion rockfish,Shades  of red to orange with a thin pale stripes that runs along the lateral line from the midbody to the tail. Ventral and anal fins rounded.,NA,Uncommon,Uncommon,"Benthic, water column",NA,to 75 cm,to 75 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,orangered2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16028,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes nebulosus,Accepted,Sebastes nebulosus,"Ayres, 1854",Sebastes nebulosus,S. nebulosus,china rockfish,china_rockfish,china rockfish,china rockfish,Sebastes nebulosus,china rockfish,Bluish black to black with yellow spots and blotches. Yellow stripe from foredorsal to fin curves to run the length of the lateral line.,NA,Rare,Rare,"Benthic, water column",NA,to 40 cm ,to 40 cm ,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,darkgoldenrod2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16029,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes pinniger,Accepted,Sebastes pinniger,"Gill, 1864",Sebastes pinniger,S. pinniger,canary rockfish,canary_rockfish,canary rockfish,canary rockfish,Sebastes pinniger,canary rockfish,Bright orange to yellow with grayish undercolor.Has a white stripe along the lateral line from gill cover to tail. Prominent band sloped downward from eye toward pectoral fin with narrow band below.,NA,Rare,Rare,"Benthic, water column",NA,to 76 cm,to 76 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,orange1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,3,No Limit,NA,NA
FALSE,16030,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes rastrelliger,Accepted,Sebastes rastrelliger,"Jordan & Gilbert, 1880",Sebastes rastrelliger,S. rastrelliger,grass rockfish,grass_rockfish,grass rockfish,grass rockfish,Sebastes rastrelliger,grass rockfish,"Heavy bodied and spiny ranging in color from green to almost black with a constellation of black spotsand blotches. Pectoral, dorsal and tail fins dark. ",NA,Common,Common,"Benthic, water column",NA,55 cm,55 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,olivedrab4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16031,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes serriceps,Accepted,Sebastes serriceps,"Jordan & Gilbert, 1880",Sebastes serriceps,S. serriceps,treefish,treefish,treefish,treefish,Sebastes serriceps,treefish,"Five to six vertical bars, two oblique bars  on the head radiating  from the eyes  and the adults have prominent  pink, orange or red lips. The bard may be brown, black or dark greeen interspersed with yellow to yellow-green color. ",NA,Common,Common,"Benthic, water column",NA,to 41 cm,to 41 cm,NA,NA,NA,benthic macro-invertivore + Piscivore,Piscivore,yellow,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
